model,dataset,epochs,layers,lambd,lr1,wd1,lr2,wd2,channels,edge_drop_rate,feat_mask_rate,mlp_use,val_acc
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.809000039100647
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.8428000390529633
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.838200044631958
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.8268000364303589
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.8148000359535217
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.8126000344753266
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8398000419139862
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8324000418186188
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8328000485897065
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.8276000440120697
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.8186000406742096
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.8140000343322754
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8418000400066376
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8314000487327575
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8342000365257263
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.8128000378608704
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.8208000302314759
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.8178000390529633
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8386000394821167
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8356000542640686
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8336000442504883
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.8168000340461731
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.8230000495910644
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.8170000374317169
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8346000492572785
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8316000401973724
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8330000400543213
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7796000421047211
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.8212000370025635
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.824800044298172
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8318000376224518
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8382000386714935
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.838200044631958
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7826000452041626
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.8208000361919403
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.821200042963028
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8306000411510468
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8378000319004059
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8378000438213349
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.734600031375885
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.8280000388622284
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.829000037908554
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8234000325202941
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8424000382423401
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8364000380039215
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7236000299453735
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.8268000423908234
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.8270000398159028
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8162000358104706
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8402000427246094
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8370000422000885
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7076000273227692
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.8240000426769256
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.8278000473976135
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8058000326156616
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8410000443458557
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8424000442028046
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7104000270366668
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.8204000413417816
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.8254000425338746
CCA-SSG,PubMed,20,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8188000440597534
CCA-SSG,PubMed,50,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8396000504493714
CCA-SSG,PubMed,100,2,0.001,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8424000442028046
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.1,False,0.8196000397205353
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.1,False,0.8214000463485718
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.1,False,0.814400029182434
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8392000436782837
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8340000510215759
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.1,False,0.8302000284194946
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.1,False,0.8182000398635865
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.1,False,0.8220000445842743
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.1,False,0.8124000370502472
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.1,False,0.8338000416755676
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.1,False,0.8360000371932983
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.1,False,0.8366000533103943
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.2,False,0.7734000384807587
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.2,False,0.8274000406265258
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.2,False,0.829600042104721
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.8256000399589538
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.8440000355243683
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.8378000497817993
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.2,False,0.7648000359535218
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.2,False,0.8328000485897065
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.2,False,0.8234000384807587
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.2,False,0.826600044965744
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.2,False,0.8396000385284423
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.2,False,0.8372000396251679
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.3,False,0.7206000328063965
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.3,False,0.8294000387191772
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.3,False,0.8336000382900238
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.810200035572052
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.8392000496387482
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.8402000427246094
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.3,False,0.7132000386714935
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.3,False,0.8288000464439392
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.3,False,0.8312000453472137
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.3,False,0.8116000473499299
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.3,False,0.8394000411033631
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.3,False,0.8422000467777252
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.4,False,0.6978000342845917
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.4,False,0.79140003323555
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.4,False,0.8348000347614288
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.4,False,0.8022000372409821
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.4,False,0.8234000384807587
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.4,False,0.8408000409603119
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.4,False,0.7010000288486481
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.4,False,0.7776000440120697
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.4,False,0.8344000458717347
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.4,False,0.7978000342845917
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.4,False,0.8250000417232514
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.4,False,0.8398000359535217
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.6970000207424164
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.7266000270843506
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.1,0.5,False,0.80600004196167
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.7934000313282012
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.8092000424861908
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.1,0.5,False,0.8224000334739685
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.6836000442504883
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.7238000333309174
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.1,0.5,False,0.7978000402450561
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.7874000370502472
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.8102000415325165
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.1,0.5,False,0.8270000457763672
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.8152000367641449
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.8258000433444976
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.1,False,0.8240000426769256
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8320000350475312
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.838200044631958
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.1,False,0.8354000389575958
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.812000036239624
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.821200042963028
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.1,False,0.8194000422954559
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8324000477790833
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8390000462532043
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.1,False,0.8388000428676605
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.7586000502109528
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.8326000511646271
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.2,False,0.8274000406265258
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8194000363349915
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8430000364780426
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.835800039768219
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.7568000376224517
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.8350000441074371
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.2,False,0.8266000390052796
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.8216000437736511
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.8394000411033631
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.2,False,0.8354000329971314
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.720000034570694
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.8234000444412232
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.3,False,0.8306000471115113
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8084000408649444
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8328000426292419
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.8392000377178193
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.709600031375885
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.822400039434433
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.3,False,0.8308000445365906
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8056000411510468
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8374000489711761
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.3,False,0.8418000400066376
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.7016000211238861
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.7804000377655029
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.4,False,0.8326000392436981
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8056000351905823
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8188000380992889
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.4,False,0.8396000444889069
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.7000000298023223
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.7864000380039216
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.4,False,0.8308000504970551
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.7964000344276428
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.8208000302314759
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.4,False,0.838200044631958
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.6880000293254852
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.7308000326156616
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.2,0.5,False,0.8042000353336334
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.7934000313282012
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.8086000382900238
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.2,0.5,False,0.8238000392913818
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.6882000267505646
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.7296000421047211
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.2,0.5,False,0.810200035572052
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.7884000420570374
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.809000039100647
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.2,0.5,False,0.8266000509262085
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.8086000442504883
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.8264000415802002
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.1,False,0.8284000515937805
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8294000387191772
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8348000407218933
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.1,False,0.8406000375747681
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.8092000365257264
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.8272000432014466
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.1,False,0.827200037240982
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.830800038576126
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.8332000553607941
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.1,False,0.8404000520706176
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.7412000358104706
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.8308000445365906
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.2,False,0.8306000471115113
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8204000353813171
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.84000004529953
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8360000371932983
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.7466000378131866
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.8316000461578369
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.2,False,0.8300000488758087
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.824200040102005
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8472000360488892
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.2,False,0.8342000424861908
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.7184000313282013
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.8202000379562377
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.3,False,0.8326000332832336
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8064000368118286
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8294000387191772
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.8406000554561615
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.723000031709671
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.8186000406742096
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.3,False,0.832200038433075
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8048000335693359
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8364000380039215
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.3,False,0.8380000412464141
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.7052000284194946
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.785200035572052
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.4,False,0.831600034236908
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8050000309944153
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8124000310897828
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.4,False,0.8342000365257263
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.6940000295639038
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.7848000407218934
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.4,False,0.8300000429153442
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.7972000360488891
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.8194000422954559
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.4,False,0.837000048160553
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.6912000238895416
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.7296000421047211
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.3,0.5,False,0.8080000340938568
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.7940000295639038
